incoming,text
"""He's dead, Meat.""","""Shit. All right, let’s get her aboard.""\n\nYou and Meat help Markie to the ship’s elevator. Meat enters a combination on the keypad and the door slides open. Inside the elevator, as you ride up, all three of you remove your helmets. You notice for the first time that your face is drenched in sweat.\n\nA ding. The door opens. Captain Jonas Salvucci, an older, muscular man with little patience of tomfoolery, awaits you—his hand wrapped around the pistol in his holster. He takes his hand away from the gun when he sees there’s no threat.\n\n""Get her to sickbay.""\n\nYou nod and help Markie through the hallway of the ship. Behind you, you can hear Salvucci interrogating Meat.\n\n""What happened to Ryan?""\n\n""He's dead, cap. Something got him.""\n\n""Hell, Travis. What did you find down there?""\n\nWhen you get to sickbay, both Lenore Strauss, the doctor, and her geeky assistant Ben are prepping the examination table.\n\n""Where’s she wounded?"" Lenore asks, as you help a woozy Markie out of her suit.  You glare at Ben as he gawks at her well-toned body. He smiles sheepishly and looks away, cheeks burning red with shame. Markie’s drenched in sweat; she stares around wildly as Lenore straps her in. Strauss examines the bite: it’s just above the elbow, an inflamed bulging of the skin.\n\n""And I was young and we were running,"" Markie rambles, ""eyes bouncing up and down the shore while the sun cooked the corpses of washed up jellyfish.""\n\nYou turn to Lenore, who’s prepping some kind of tool.\n\n1.[[""What the hell is she saying?""]]"
"""I don’t know, you fucking horndog.""","""Right. Sorry. Dumb question,"" he says sheepishly. ""Kind of awkward to put you in that position anyway. I was just—""\n\nA blur of blue darts across your light. You raise your pistol. \n\nRyan looks over his back and then at you.\n\n""What is it?""\n\n1.[[""I saw something.""]]\n2.[[""Get out of the way.""]]\n3.[[""MOVE!""]]\n"
"""Sure, why not?""","""Thanks,"" she says quietly. You get a cab and tell him to take you to the nearest bar. There, the two of you sit in silence for at least an hour, sipping your drinks. Finally, Strauss speaks.\n\n""I killed the captain. I let Ben die.""\n\n1.[[""Yeah. You did.""]]\n2.[[""You're alive, doctor. Isn't that what counts?""]]"
"""What are you going to do when we get back?""","She smiles sadly. ""I don't even care at this point. Maybe retire? I have enough money...I don't know. Just no more space for me.""\n\n""I hear that,"" Meat says as he and Salvucci enter the room. ""No more fucking space EVER.""\n\n""Command is going to decide that, I'm afraid,"" Salvucci says, stepping in front of his pod.\n\n""If command thinks they're getting my ass back on a boat like this, they can go fuck themselves.""\n\n""I'll pass along the message when we get back."" He turns to Strauss. ""Are you okay, doctor?""\n\n""Yes, I'll be fine. Just ready for this to all be over.""\n\n""Well, let's get on our way then.""\n\nYou get in your pod and lie down. ""Sweet dreams everyone,"" you hear Meat say right before your chamber shuts itself. You close eyes. The world gets even darker.\n\nWhen you awaken, you find yourself being assisted by a corporal. He takes you by the arm and guides you up from the pod.\n\nFrom there, you, the captain, Meat, and Strauss are transported to the military outpost in New Texas. You are all given private rooms and access to nearly anything you could want. You order a steak on the first night. It's delicious.\n\nMen in suits come and interview you about your experiences on the Speedwell. You answer their questions in as much detail as you can. They thank you for your time and promise you will be released soon.\n\n""Soon"" turns out to be three days later. You, Meat, Salvucci, and Strauss meet on the base and request a transport to the nearest bar. There, you all drink in merriment, celebrating your survival, though you allow yourselves to mournfully drink a round and say small eulogies for the dead: Ben, Markie, Neil, Ryan.\n\nWhen all of you are finished, you share a cab that drops you off at your respective addresses. You're the first. Your comrades tell you to call them soon just to check in. Inside your small house in the suburbs, you finally allow yourself a good cry. Not for the dead. Not for any reason at all, in particular, except that it's been inside you for so long, struggling to get out.\n\nA week passes. You're relocated to analyst position on the military base in New Austin. You hear that Strauss is working at a military hospital in New Memphis. You never talk to her, really, but Salvucci and Meat send you emails all the time. Both of them have been reassigned to on-base positions; Meat's an instructor, and Salvucci can't tell you what he does. You imagine it has something to do with what you found on earth.\n\nYears pass. You never marry or have children, but you're never alone. Girlfriends come and go, at a rate of about one every five years. You become attached to them all and break down in sobs when each one leaves. You never tell any of your lovers about your experience aboard the Speedwell.\n\nYou and Meat become close. You meet twice a week for lunch. On Wednesdays, you watch sitcoms; on fridays, there's salsa night downtown. You get a dog. \n\nThis is your existence and it proceeds one day after another.\n\nInevitably, you grow old. Salvucci dies first. You and Meat attend his funeral. You and Meat take bets on who's next; turns out it's you.\n\nYou pass away one night in your sleep, your dog curled up behind you with his snout against your back, the poor creature peacefully unaware of your endless slumber.\n\nThe End\n\n\n"
"Shoot the switch.","Meat fires. Strauss' head falls back and her limbs go limp. Markie turns to see all of you. She growls and drops Strauss.\n\nThat's when you fire a single shot at the control panel. Upon impact the door seperating the hanger from the rest of the ship comes down, seperating you from the hanger. Alarms shriek. You watch from the door's window as both Strauss' corpse and the creature are sucked out into space. The two forms drift away until they're dots, inseparable from distant stars.\n\nNone of you give a cheer or breathe a sigh of relief, however. There's a sense of shame that hangs over all of you, an awareness of your cowardice. You played it safe so that one of your crewmates could sacrafice herself.\n\nThe auto-close kicks in and the hanger door shuts itself. The alarms cease their cries.\n\n""We should go check Neil's console,"" Meat says.\n\nThe three of you silently make your way to the cockpit. Inside, you find the autopilot already engaged. The console is covered in blood; the pilot's corpse is behind it.\n\n""He knew he wasn't going to make it,"" Meat says bitterly. ""Setting the autopilot must have been the last thing he did. Another goddamn hero.""\n\n""Everyone who died here will be honored when we get home,"" Salvucci says. \n\n""Oh good, because medals were really what I was concerned about,"" Meat says. ""I'm gonna go check the rest of the ship make sure nothing will snack on us while we sleep.""\n\n""I'll go with you,"" Salvucci says. ""Julia, go make sure the cryopods are ready.""\n\n1. [[Ready the cryopods.]]\n\n"
"""What made them?""","""Well, if I had to make a guess, I'd say a giant-ass earth worm...you know what an earth worm is, right?""\n\n1.[[""A what?""]]\n2.[[""Yes. I know what a goddamn earthworm is.""]]\n"
"""Ryan's chum.""","""Meet us at the center of the crater!"" Markie yells over the comm.\n\nYou look at Ryan’s heart monitor: he’s about to flatline.\n \nThat’s when you hear the roar from the black.\n\nYou have a single bullet left.\n\n1. [[End Ryan's pain.]]\n2. [[Shoot the monster.]]"
"""What’s up with you and Meat anyway?""","""He's a fool. I'm not. End of story."" The rest of the journey is silent.\n\nThe two of you approach the cockpit.\n\nYou knock on the door.\n\nNeil’s muffled voice comes from beyond the door: ""Password?""\n\n""Open the fucking door, pilot!""\n\n1.[[""Let’s just go.""]]\n2.[["" Doctor Strauss is right; stop dicking around, Neil.""]]\n3.[[""Take it easy on him.""]]"
"""Burn 'em.""","You follow Salvucci as he leaves the room. Before you step out you turn to Meat. \n\n1.[[""Don't get yourself killed.""]]\n2.[[""You sick bastard.""]]\n"
"""Let's say I believe you and that this isn't all some dying dream. What's to prevent me from making the same mistakes and ending up back here again?""","The young man turns to you. His face is young, boyish. He thinks for a second. Finally, he speaks. ""Nothing. There's no guarantee of anything. You just have to hope.""\n\n1. [[""This is bullshit. If you can send me back, why can't you just make it so we all get home safely?""]]\n2. [[""Gee thanks.""]]\n\n"
"Send someone to check on Neil.","""I'll go,"" Strauss says. ""Anything to get away from this moron.""\n\n""Be careful, sweetheart,"" says Meat. ""It'd be a shame for you to get your face bitten off.""\n\n""Here. Take this."" Salvucci hands her his pistol. She nearly drops it.\n\n""Thanks, captain.""\n\n""Be careful.""\n\nWithout another word, she disappears around the corner.\n\n1. [[Continue onward to the mess hall.]]"
"""What is it?""","""There are tunnels.""\n\nRyan turns. ""Come again?""\n\n""Tunnels. In the crater. The last reconnaissance team didn’t say anything about tunnels in their report.""\n\n""How long ago was that?""\n\n""Seven years. Give or take a month.""\n\n""Erosion. Boom.""\n\n1.[[""Shut up, Ryan.""]]\n2.[[""Erosion...right.""]]\n"
"""I don't.""","""Me neither,"" he says, not meeting your eyes. That’s all he says on the matter. The week passes. He leaves. His wife, Rhonda, calls you a month later to tell you he passed away in his sleep. You can’t make the funeral because traveling would worsen your ailing health even more.\n\nYou wait. You spend days watching old movies. You try to make your way through a collection of Christine Love’s works, but you keep losing your focus.\n\nDeath comes when you’re sitting in your loveseat watching a news report on a bridge being built in a neighboring county. It is a quick, painful tremor that starts in your chest and spreads out.\n\nAnd then the dark sets in;you never expected slipping away to be this easy.\n\nThe End\n"
"""Burn her just to be sure.""","Meat nods. Twenty minutes later he’s scavenged the supplies for another Molotov. \n\nBoth of you return to Strauss’ body. You watch silently as it burns.\n\n""We shouldn’t move the bodies,"" he says. ""Might make us sick or something. Be a fucking shame to die over a little infection at this point,"" he says, attempting to smile, but he can’t manage it. The will to smile or laugh has gone out of both of you. \n\nWhat future awaits you both now?\n\nYou both return to your cryo tubes and pop them open. They hiss and spew cold air on you.\n\n""Two months,"" he says as he stares at the tube, which you realize now looks very much like a coffin. ""Here’s hoping nothing eats us while we’re sleeping.""\n\nHe gets in his. You follow suit.\n\n""See you soon, kid.""\n\nYou press the button on the interior of the door and it slowly closes on your tube. You hear the seal clamp. A mist falls over your face.\n\nYou slowly closes your eyes and hope you wake up.\n\n1. [[Go to sleep]]\n"
"Take a bullet to the brain.","You can't kill them. You thought you could, but you're not strong enough. \n\n""Julia, put down the gun...please,""  Salvucci says, hand reaching toward you as he approaches.\n\n""Where's Meat?"" Neil asks.\n\n1. [[""I'm so sorry.""]]\n\n\n"
"""Watch your tone, Strauss. Getting real tired of your shit.""","Strauss says nothing.  You can’t help but notice Neil’s grin.\n\n""When are they supposed to be back?""\n\n""An hour from when we left,"" Strauss says.\n\n""How long ago was that?""\n\n""I don’t know. I’m a doctor, not a timekeeper.""\n\n""Sheesh. Well, okay, so what should we do to pass the time?""\n\n""Time’s going to pass regardless of what we do with it.""\n\n""Right. So you’re going to sulk over there in the corner. Fine.""\n\nHe turns to you. Zoe?""\n\n1.[[Play Rock, Paper, Scissors.]]\n2.[[Play Tic-Tac-Toe.]]\n3.[[Sulk in silence.]]"
