incoming,text
"""Nothing we can do about it, Meat.""","""I know you're right, but..still. It's our homeworld.""\n\nYou both return to your group of friends to find that Neil is mooning the barkeep.\n\nWeeks pass. One day you see a report about Earth destructing. ""An issue with the core,""  says the handsome anchor. No one mentions monsters. No mentions of nukes or fleets of war crusiers. It stirkes you that no one will ever know the sacrifices of you or your crew. You weep and Michelle asks what's wrong.\n\nYou lie. Just as you do when she asks you about the augmentations. Accident in the cryotube, you tell her.\n\nYou're so wracked with guilt over these lies that you make it a priority to never lie to her about anything. For the most part, your relationship is one built on trust.\n\nThree years after your return to Mars you're married. It's a simple ceremony. Your parents show up, as do the surviving members of your crew. You eat cake. You kiss.\n\nMichelle moves in with you. You live a comfortable life together. She starts talking about children and you make efforts to put off that conversation for as long as possible.\n\nOne day, the two of you take a trip to the recently terraformed beach. There's a moment where you're looking out across the manufactured ocean of Mars. You know the ocean is fake, but you can't help but admire its beauty. This is your new life, you tell youself. It's one you've made for yourself, and you've earned every second of it.\n             \nThe End\n"
"Shoot the viewport.","You unload your clip into the window. On the fourth shot you hear a sucking sound. \n\nBingo.\n\nThe doctor leaps back behind the door's threshold. You smash the button and the emergency door comes down between the two of you and the beast. It wastes no time in striking at the door with its tentacles. You watch through the glass in the door as the viewport's glass cracks, shatters, and is sucked into space. The monster, though it tries to cling to the inside of the ship with its appendages, isn't far behind.\n\n""We did it,"" Strauss says, relieved. The alarms blare for a few minutes until the emergency panel comes down and covers where the viewport was.\n\nThe door in front of you lifts, giving you access to the rest of the ship again.\n\n""I guess we should burn the other bodies. Just to be sure. I'll go to the lab and make some molotovs. You go get our cryopods ready.""\n\n1.[[Go ready for the cryopods for the two of you.]]\n"
"Peer down.","It’s Ben. There’s a giant slash across his cheek and his eyes are wide with fear, but he’s alive. You lean down to help him to his feet. You tug but he doesn’t get up. He whimpers in pain. Meat shines the light down where his feet should be; the upturned examination table has pinned his legs.\n\n""Travis, help me with this,"" Salvucci says.\n\n""Hang on, son, Meat says,"" handing you the rifle so that he can give Salvucci a hand.\n\n""She broke free…"" Ben says. ""Attacked me. Turn..turned the table on me.""\n\n1.[[""Where the fuck did she go, Ben? Talk to me.""]]\n2.[[""Don't talk, okay?""]]\n\n"
"""I've got two bullets left.""","""I'm not ready to call it quits yet. There's got to be a way to kill that thing without guns. We just gotta improvise.""\n\n1. [[""The hanger. We'll use the hanger.""]]"
"Run.","You watch as Neil turns to run to the kitchen. He’s a foot away from the door when a grey tentacle shoots out of the body’s back and impales him through the chest. It whirls him about and throws him through the kitchen door.\n\n""Fuck it, run! Run!"" Meat yells. He drops the rifle and runs into the kitchen. You aren’t far behind, jumping over a low slash from the tentacle. Right before you step inside, you see another writhing tentacle erupt from her body.\n\nYou slam the door and turn around. Strauss and Meat are looking over the bloody hole in Neil’s chest. Blood is dripping from the corner of Neil’s mouth. You hear another stretching sound follow by a splash outside. Another tentacle.\n\n""Fuck me, fuck fuck fuck,"" Meat says, his voice dripping with guilt. ""I’m so sorry.""\n\nNeil looks up at him. ""Not your fault, big man. Wasn’t fast enough…""\n\n""Stop talking, sweetie,"" Strauss says, taking you by surprise with the earnest care in her voice as she examines the wound. ""An artery’s been pierced.""\n\n""Shit, is there anything you can do for him?""\n\nStrauss looks at you both, clearly not wanting to give her answer in front of Neil. You feel a tap on your arm. Neil looks up at you.\n\n""Julia…Julia, come here.""\n\nYou lean down.\n\n""Cockpit. Computer login is…"" he coughs up some blood. ""login is ‘K-O-N-A-M-I.' Got it?""\n\n1.[[""Yeah, I got it.""]]"
"""When I wake up, I expect to have kickass robo-limbs.""","Meat smiles and closes the pod. A moment exists between when the gas floods your chamber and when you wake up in a hospital bed on an army base in New Austin. A brief, dark moment.\n\n""Hello, Julia, your doctor says with a friendly smile. ""We took the liberty of installing your augmentations while you were under a delayed cryo release,"" she says. She has pretty eyes, and she's blonde. You were always a sucker for blondes.\n\nSome suits come by a day later and ask you for your official account of what happened aboard the Speedwell. You tell them everything, although you feel like a loony. They thank you for your time and leave you to rest.\n\nLess than a week later, you're released from the care unit. The doctor comes to visit you to perform a final checkup.\n\n1. [[Ask her for her name.]]\n2. [[Thank her for taking care of you.]]"
"""I will.""","When you get inside your house, you finally allow yourself to break down and cry. For the dead, for you, for Strauss.\n\nIt takes years for you to come to terms with the fact that you're alive. You see a therapist to help you cope with the nightmares and PTSD episodes. You are reassigned to a boring job as an analyst, an occupation you're fine with. You never marry, though you do have a series of healthy relationships with their ups and downs.\n\nTwenty years later, Strauss sends you an email out of the blue; ""I'm sorry"" is all it says. The next morning the local news reports the suicide of a renowned doctor. You turn off the TV before the anchor says her name. Though you never really talked after the Speedwell incident, you can't help but feel that your universe is a little smaller without Dr. Lenore Strauss in it.\n\nYou are now alone.\n\nThe End"
"Sacrifice yourself for humanity.","You awaken in sickbay. Meat is standing over you, a relieved expression on his face. You realize your holster's empty; your pistol is gone.\n\n""Good, we were worried you weren't gonna wake up. You hit your head pretty hard there.""\n\nYou feel your forehead. There's a bandage. ""Yeah, between Neil and I we managed to get that on your forehead. Nasty cut. Probably should get the doctors to look at it when get back to Mars.""\n\nYou eye the pistol in his holster and then look up into his eyes. The thing's voice curls itself around your mind like a snake. Kill him, it hisses. Kill him and be done with it.\n\n""Something wrong?""\n\n1. [[""I'm sorry, Travis.""]]\n2. [[""Not a thing.""]]\n\n"
"""I wish!""","""You look better. Neil's already at the bar. Salvucci will be along soon.""\n\nSure enough, the little man is already getting his drink on when you step through the door.\n\n""Holyyyy shit,"" he says, the margarita he just sipped through his straw spraying everywhere. ""It's the Bionic Woman! Barkeep! I'm buying all this lady's drinks tonight.""\n\nYou take a seat next to him at the table. Meat sits next to you and nearly takes up your whole side of the booth.\n\nYou turn to Neil, who's bright red in the face.\n\n1.[[""What, no foam finger for me, pilot?""]]"
"""Let's head to the barracks.""","""All right, let's head that way,"" the captain says.\n\nThe four of you make your way to the barracks. Inside, you see two rows of bunkbeds and all your personal belongings. You and Meat check underneath each bed, but there's no trace of the creature.\n\n1.[[""Let's head to the mess hall.""]]"
