incoming,text
"""Where am I?""","""You're not on Mars,"" he says. His accent is twangy. \n\n""You fell into a rift and got yourself stuck between universes. To tell you the truth, I'm more impressed by your survival instinct than anything else. I thought I had patched all the holes.""\n\n1. [[""Holes?""]]"
"""You psychotic, pathetic piece of shit.""","""I didn’t have a choice,"" she stutters.\n\n""There’s always a choice,"" Meat barks, stomping toward her.\n\n""It’s what he wanted!""\n\n""We could have saved him!""\n\n""No, you coul—"" Her declaration dies in her throat as Meat violently wraps his hands around her neck. ""You’d do the same to any of us, wouldn’t you?""\n\n""Travis…stop,"" Neil says.\n\n""No, she’d kill us all if it worked to her advantage, Neil. I don’t want someone like that behind us.""\n\nStrauss' face is turning red.\n\n1.[[""Let her go.""]]\n2. [[Look into her eyes as she dies.]]\n"
"""You’re still angry about that time she reset your broken finger, you big baby.""","Well, yeah, a bit. Maybe,"" he says, glancing at his finger. ""It hurt.""\n\nThe intercom clicks on before you can say anything. ""All officers report to sickbay,"" Salvucci says.\n\nMeat gobbles up the rest of his bowl and grabs the rifle leaning upright against the table. You realize that you’re out of ammo, so you take one of the clips from your belt and reload the pistol.\n\nYou and Meat exchange no words on the way to sickbay. The door is open when you get there. Salvucci, Lenore, and Ben are standing around a bloody examination bed. You look to the right: Markie, one arm missing, is sequestered in a see-through quarantine cube. She’s looking around wildly.\n\nYou smell gunsmoke. Ben has both of his hands wrapped around his pistol.\n\n1.[[""What happened?""]]\n\n\n"
"""Does it matter?""","""No. I guess it really doesn't, does it?"" He turns away from them, though you notice his eyes lingering on Strauss' corpse for a moment.\n\n""God, I just want some sleep.""\n\n1.[[""Let's sleep then.""]]"
"Say nothing to him. Leave.","You make your way to the vent where Meat has just finished prying off the cover. The gas is thick in the air, making you slightly dizzy.\n\n""Tight fit,"" he says. ""I’ll go first so I can remove the next cover.""\n\nStrauss follows Meat. You look back to see that multiple tentacles have penetrated the door. Neil is pointing the pistol in the air and is breathing hard.\n\nYou force down the feeling of despair in your stomach and crawl through the vent. When you catch up to Strauss and Meat, he’s already kicking a cover.\n\n""Almost got it!"" With one last kick, the cover comes free. Meat grabs Strauss and pulls her through. You emerge into the hallway just in time to feel the ship shake violently. \n\nMeat slams his fist into the wall over and over. Strauss looks on sadly.\n\n1.[[""Hey! Focus. I need you here. We can stew in our guilt later, got that?""]]\n2. [[Leave him be.]]"
"""No idea.""","""Would it kill you to be at least a little dishonest?"" Meat says, smiling. ""Somebody's got to be the optimist.""\n\n""Make your move already, dude,"" says Neil, growing impatient.\n\n""Fine. Julia, we can talk strategy in a bit.""\n\nYou walk away.\n\n1. [[Talk to Salvucci and Strauss]]\n2. [[Go to sleep.]]\n\n"
"""We search the vents.""","Salvucci nods. ""That's a viable plan. We'll all enter the ventilation and hunt it down.""\n\n""All of us?"" Neil asks.\n\n""Yes, pilot. All of us.""\n\n""Do I get, like, a weapon at least?""\n\n""Here."" Meat says, shoving his own pistol into Neil's hands.\n\n""Bro, I've never used one of these.""\n\n""Well, if it makes you feel better, it wouldn't help much anyway. Bitch is a bullet sponge.""\n\n""Oh good, you know for a minute there I thought I might actually have decent odds of survival.""\n\n""Quit bickering,"" Salvucci says sternly. ""We'll go for the vent in the central hallway. From there we can spread out and cover the whole ship.""\n\nYou all make your way to the central vent, located in the belly of the ship. Salvucci pushes a button on the wall; the vent shrieks open and down pops a ladder.\n\n""I'll go north. Travis, you're with me. Julia and Neil, you go south. We meet back here in twenty minutes. If you spot it, call for help.""\n\nYou watch as Meat and Salvucci ascend the ladder. You and Neil wait a minute and then go up. \n\nThe shaft is tight, but both of you manage to fit, with you at the front. You crawl slowly, pistol in hand.\n\n""You know,"" Neil says after you've been crawling for five minutes, ""I never thought I'd go like this. I thought that it'd be from a heart attack...in a bathroom or something, nude on a tile floor, ass up in the air.""\n\n1.[[""Please be quiet.""]]\n2.[[""Do tell.""]]\n"
"""Don’t thank me.""","""I guess I shouldn’t expect kindness from any of you, though I only did what had to be done.""\n\nMeat lights the rag and then tosses the bottle at the corpses. Ben goes up in flames quickly. The captain isn’t far behind.\n\n""Come on, let’s go,"" Neil says.\n\n""Yes,"" Strauss says. ""Anywhere but here.""\n\n""Sure you don’t want to watch your boyfriend barbecue?""\n\nStrauss gives him a look of pure malice and then walks around the corner.\n\nNeil waits until she’s out of sight. ""What now?""\n\nMeat looks at him. ""We’re not done hunting.""\n\n""Did either of you get the captain’s pistol?""\n\n""Yeah, it didn’t have any ammo in it, though. That’s not good. Man is…was a crackshot. That thing probably soaked up all those bullets like a sponge.""\n\n""We’ll have to improvise.""\n\nThe three of you leave.  You don’t look back at the bodies, but you can hear the flesh crackling.\n\nStrauss is waiting for you down the hallway, arms folded, the stony quality of her face fully returned. ""What now?"" she says.\n\n""We find the other one and kill it.""\n\n""Yes, but how, precisely? What’s our strategy?""\n\n1.[[""We need someone in the air ducts.""]]\n\n\n"
"""You're alive, doctor. Isn't that what counts?""","""I guess so. Still. I wish things could have been different.""\n\nYou sip your drinks without another word until it's time to go. The cabbie takes you home first.\n\n""Zoe,"" Strauss says. ""Take care, okay?""\n\n1.[[""Yeah. You too, doc.""]]\n2. [[Simply nod.]]\n"
"Go home and get some sleep.","""Yeah, that might be best for both of us."" You share a cab. The cabbie drops you off at your home in the suburbs.\n\n""Hey,"" Meat says as you get out of the cab. You turn. ""Give me a call if you need anything, okay?""\n\n1.[[""Of course. You too.""]]\n"
"""Why did you decide not to?""","""Just not worth it. They haven't come for us in two weeks. They're not going to come at all. What's the point of staying alive five days longer, y'know?""\n\nThose are the last words he says to you. He goes to sleep later and doesn't wake up. You stare at his pale body sprawled out on the floor. Your belly rumbles weakly.\n\n1. [[Eat him.]]\n2. [[Don't eat him.]]"
"""The hanger. We'll use the hanger.""","He nods.\n\n""Space. You want to jettison the fucker. That’s insane. Not like we have a better option though, and he's slow, so maybe we won't die. Maybe."" He sighs. ""Well, if we're gonna do this, let's do it.""\n\nYou both retreat to the hanger.\n\n""Shit,"" he says as the door slides shut behind you. ""I thought this thing was bigger.""\n\nHe’s right: it’s not much, and half the room is cramped by the reconnaissance droids.\n\n""Loosen the holding clamps on those. I’ll get our suits. Hurry, it can’t be far behind us.""\n\nYou deactivate the locks on the droids and catch the suit that Meat throws you. You’re just about to put the helmet on when you hear the clanging at the door.\n\n""Damn. It’s here. When it gets in front of the droids, shoot the hanger switch, okay? And for fuck’s sake, hold on to something.""\n\n1.[[""Stay alive.""]]\n"
"""Yeah. Don't mention it. Really.""","Meat lights the rag and then tosses the bottle at the corpses. Ben goes up in flames quickly. The captain isn’t far behind.\n\n""Come on, let’s go,"" Neil says.\n\n""Yes,"" Strauss says. ""Anywhere but here.""\n\n""Sure you don’t want to watch your boyfriend barbecue?"" Meat says.\n\nStrauss gives him a look of pure malice and then walks around the corner.\n\nNeil waits until she’s out of sight. ""What now?""\n\nMeat looks at him. ""We’re not done hunting.""\n\n""Did either of you get the captain’s pistol?""\n\n""Yeah, it didn’t have any ammo in it, though. That’s not good. Man is…was a crackshot. That thing probably soaked up all those bullets like a sponge.""\n\n""We’ll have to improvise.""\n\nThe three of you leave.  You don’t look back at the bodies, but you can hear the flesh crackling.\n\nStrauss is waiting for you down the hallway, arms folded, the stony quality of her face fully returned. ""What now?"" she says.\n\n""We find the other one and kill it.""\n\n""Yes, but how precisely? What’s our strategy?""\n\n1.[[""We need someone up in the vents.""]]\n"
"Wait.","You decide to wait it out, see if you're not infected. Too bad you killed the only guy who had access to the autopilot controls. \n\nThat's when you notice a wetness on your cheek. You touch it with your finger and pull back blood.\n\nYou're infected. However, you can't bring yourself to eat a bullet. You've been through too much. You decide to ride it out, see what happens.\n\nNothing good. Your fingernails fall off first. Then you start vomiting and shitting blood. Your teeth are next. At this point you decide that killing yourself is the best course of action, but you go blind before you can find your gun.\n\nDays pass like this, with you lying on the floor, begging for death, unable to see anything. Finally, you feel a movement in your chest. A tremor.\n\nAnd then you feel nothing at all.\n\nThe End\n\n"
"""I think you mean Tyranseraus Rex.""","""Huh, no shit?""\n\nThe four of you trek on in silence until you reach the crater. You approach the edge and look down into the abyss. The area of impact stretches for miles.\n\n""I don’t even see a fucking twig, man,"" Meat says.\n\n""It’s been over a hundred years since the impact. I think all you’re going find is dirt down there,"" Markie replies.\n\n""Don’t forget the radiation,"" Ryan says, kicking a pebble over the edge.\n\n""That too.""\n\nMarkie peers down. ""Zoom,"" she says. You hear the computer inside her helmet respond in affirmation to the command.\n\n""You gonna get that girl of yours a rock from the surface?"" Ryan asks Meat. ""I hear people used to go crazy over moon rocks after the Apollo landings. Might make a punny engagement ring, y’ know? Girls go for that sort of thing.""\n\nMeat grunts. ""Not my woman. She’s endowed, but it ain’t with brains. The humor would, uh, escape her.""\n\n""And the radiation,"" Markie points out.\n\n""Stupid radiation. Ruining everything,"" Ryan says.\n\n""Hmm. That’s interesting,"" Markie says—it’s almost a whisper.\n\n1.[[""What is it?""]]\n\n"
