incoming,text
"Space that motherfucker.","""Hanger it is then,"" Meat says.\n\n""One of us needs to lead it there,"" Strauss says. ""Play wounded. Beg for help. The others have to hang back otherwise it won't fall for the trick.""\n\n""I don't like this,"" Salvucci says.\n\n""Me neither, but she ain't wrong,"" Meat says grimly. ""Somebody's got to be ready to put it all on the line for this.""\n\n""I'll go,"" Strauss says.\n\nMeat can't hide his shock. ""What?""\n\n""I think we've already established I'm pretty helpless, which means that thing has too. It'll come running.""\n\n""This is fucking crazy. Cap, we can't send her out there.I'll go,"" Meat says.\n\n""You're the biggest of us. It won't go after you, not until it's killed everyone else off. It has to be me.""\n\nSalvucci furrows his brow. He unholsters his pistol and hands it to Strauss. ""I want my gun back, doctor. Be careful.""\n\n""Yes sir.""\n\n""Five minutes and then we're coming after you,"" Meat says.\n\nShe nods.\n\n1.[[""You finally turn out to be useful.""]]\n2.[[""Don't let it eat you.""]]"
"Tic-Tac-Toe","Neil grabs a tablet from the counter and opens the Tic-Tac-Toe program that comes installed on every device by that developer. You play seven times and tie each time.\n\n""This game is pretty dumb,"" he says.\n\nYou’re about to start the eighth round when the second door to sickbay opens, and Meat and Salvucci step inside; both men wear dark expressions.\n\n""I’m guessing your hunt was uneventful?"" Strauss says.\n\n""Yeah, go on and rub it then,"" Meat says, turning to rifle through the medical cabinets.\n\n""What are you looking for?""\n\n""Food.""\n\n""This is a medical facility. What makes you think there’s food in here?""\n\nMeat opens one of the lower cabinets and, after a moment, pulls out a large bag of apricot chips.\n\n""Your assistant told me about his stash a while back.""\n\n""I’m glad you can eat his food while his blood is smeared all over the floor.""\n\n""Not like he’s going to need them,"" Meat says with a shrug.\n\n""Enough you two,"" Salvucci barks. ""Pilot, you all right?""\n\n""Yeah, I’m fine, captain. Thanks for asking.""\n\n""Did you three see anything?""\n\n""No,"" Strauss says.\n\n1.\t[[""Where did you look?""]]\n2.\t[[""Did it leave any sort of trail?""]]"
"""Yeah, I got it.""","""Good. Give me your gun and turn the gas on before you leave.""\n\n""There’s no way out except through the front.""\n\n""Vent,"" he says, pointing at a vent near one of the stoves. ""…Gotta crawl fast. I’ll give you as much time as I can.""\n\nA clanging at the door. Whatever was inside Markie, was now trying to get in the kitchen.\n\n""This ain’t fucking right, man. It’s not right at all.""\n\n""Just give me your damn gun, dude."" He coughs. Meat, with reluctance, takes the pistol from his holster and sticks it in Neil’s hand. \n\nStrauss quickly turns on all the gas stoves in the room.\n\nAnother bang at the door. The tip of a tentacle pierces the door and writhes wildly about, slapping a nearby wall.\n\n""Go,"" Neil says, fighting to stay conscious.\n\n1.[[""I’m sorry.""]]\n2. [[Leave.]]\n"
"""No, he didn't.""","Shit. We can't set this to autopilot or send out a distress beacon without access to that console.""\n\n""What's the trouble, cap?"" Meat says, stepping through the door.\n\n""Neil had a password. Do you know it?""\n\nMeat shakes his head.\n\n""Okay, what did we know about him?""\n\n""He liked video games,"" Meat offers, approaching the console.\nSalvucci slowly inputs ""FLAPPY BIRD XXXXXXI.""\n\nACCESS DENIED, the screen reads.\n\n""Worth a shot.""\n\nYou all spend an hour typing various game titles, but none of them work. Eventually you give up and retire to the mess hall where Salvucci cooks steak for you both. Both men sit away from you when it's time to eat.\n\nYou eat quietly.\n\nThe next day you all try again with various game titles to no avail. \n\n""To think everything hinges on a goddamn video game,"" Meat says.\n\nFor days it goes like this, your ship still drifting in space. Eventually you run out of food. You all try for hours in desperation to magically conjure up the password, but it's no good. The three of you realize that at that point you're just making up titles that sound like video games: Masher Nasher, The Adventures of Wallaby Dingo.\n\nYou all make your way to the mess hall and sit quietly, removed from one another. You think of your home back on Mars. You're glad you didn't get a pet. You wonder if anyone besides your parents will mourn your passing. Will they ever even know? You stare out one of the hall's viewports into space, you grave. There are worse ways to die, you say to yourself, than floating among the stars. \n\nIt's hardly a comfort for you in the days to come. \n\nOne day, Salvucci takes his life, a gunshot ringing out on the far side of the ship, away from the mess hall, away from you and Meat.\n\n""You know,"" Meat tells you a week later. ""I thought about eating you.""\n\n1.[[""Why did you decide not to?""]]\n"
"Panic and run.","Meat fires the rifle across the room, the gun’s light chasing Markie’s feet as she darts away. You make a run for where you think the door is. Behind you, Neil screams in terror.\n\nYou hear the tell-tell click of the rifle as the clip goes dry. Meat swings the rifle around to point the flashlight at the door.\n""Go!""\n\nIn the dark, you find the handle and yank on it. Light bleeds into the darkness, as all three of you sprint into the hallway. You slam the door and then bend over to catch your breath. Luckily, you manage to pull back just in time to avoid the spew of vomit that erupts from Neil’s mouth.\n\n""That was Markie—our Markie?"" he says, wiping the spittle from his lip.\n\n""Yeah, it was,"" Meat answers, a tinge of sadness in his voice. He reloads the clip. ""This is my last one.""\n\n""Why didn’t she attack us?""\n\n1.\t[[""She wants us to run out of resources.""]]\n2.\t[[""She’s toying with us.""]]\n\n"
"""You sure?""","He nods. ""Yeah. I mean, it’s probably running around the ship, growing stronger by the minute, y’know?""\n\nNo one answers him. \n\nHe takes a breath. ""Okay, well, how are we going to do this?""\n\n""We’ll go to the cafeteria—big, open space.""\n\nYou all make your way to the cafeteria, eyes watching the walls and vents. The journey is a safe one. \n\nAll of you step into the cafeteria.\n\nNeil looks out across the tables like a man looking at his own grave.\n\n""I always thought lunchrooms were kind of scary when I was a kids, ‘cause of the bullies and all. Never thought I’d die in one, though.""\n\n""You’ll be fine,"" Meat says. ""We’ll be in the other room. You’re gonna stay in here and use your walkie.""\n\n""To do what?""\n\n""Beg for help,"" Strauss says. ""Cry. Be bait.""\n\n""How’s it gonna hear that?""\n\n""Marki—what used to be Markie has a walkie clipped to her belt.""\n\n""And if she thinks it’s a trap?""\n\n""Then we come up with another plan. It’s animalistic though. I doubt it’ll pass up a wounded animal.""\n\n""Gee thanks.""\n\nYou, Meat, and Strauss step into the kitchen and move away from the door. He turns to you. ""Make sure you have your gun ready, okay? I don’t want Neil to get eaten because we ran dry.""\n\nYou check your pistol to make sure it has a full clip and nod. You all sit silently and listen to Neil in the other room. ""Please help me,"" you hear him beg. ""I can’t find you guys.""\n\nThis goes on for 20 whole minutes, Neil’s acting growing steadily worse. ""I fucking hurt my leg,"" he whimpers.\n\n""A thespian, he is not,"" Strauss says.\n\n""Just let the boy work,"" Meat replies, though it’s clear he’s getting tired of this as well.\n\n""Oh fuck,"" Neil says. You can tell he’s not acting.\n\n1. [[Pick up the walkie]]\n\n"
"""Neil and the creature are dead.""","""Shit. I'm sure you did what you had to. Make your way back to the hall.""\n\nYou do so. Meat and Salvucci are below you, waiting. Meat looks away from you.\n\n""Are you sure it's dead?""\n\n1.[[""It's not getting back up.""]]\n\n"
"Go to sleep. Finally.","It’s as though no time passes between the moment the darkness falls over you to when you open your eyes again to see ten soldiers standing over you, peering down, each of them equipped with assault rifles.\n\n""Come on, lieutenant,"" one of them says, lifting you to your feet. You see Meat being held up by two soldiers. He’s grinning like a fool.\n\n""We did it,"" his eyes say.\n\nThe troops escort you both to your own personal rooms where you’re served cheap steak and soda pop. It tastes superb. Later, you and Meat are interviewed about the incident aboard the Speedwell. Security footage corroborates your testimonies. \n\nYou stay in your room for a week, feeling shackled and hoping that the military doesn’t eliminate you because of secrets you shouldn’t know. You and Meat are then taken to meet a general and his staff. You tell them your story. The old man nods and thanks you for your bravery.\n\nAnother day goes by, and you are released by the staff into the world. The familiar citscape of New Austin is a welcome sight.\n\n""What now?"" Meat asks, turning to you.\n\n1. [[Get drinks with Meat.]]\n2. [[Go home and get some sleep.]]"
"Nudge Markie and give her a wink of gratitude.","""No problem, sweetie,"" she says.\n\n""What was that?"" Ryan asks.\n\n""We’re coming up on that big-ass hole,"" Markie says. ""You big bad men got your willy compensators charged?""\n\n""Ha. Ha. Ha,"" Ryan says.\n\n""Oh you bet, baby,"" Meat says, showing off the rifle in his hands. ""32 round clip, full metal jacket. Enough stopping power to put down a rhinoceros.""\n\n""A rhywhat?""\n\n""Didn’t you pay attention in school at all? A rhinoceros, man. It’s a huge fucking lizard that ruled over all the other dinosaurs.""\n\n1. [[Say nothing.]]\n2.[[""I think you mean Tyranseraus Rex.""]]\n3.[[""You’re talking about a jackalope, Meat, jeez.""]]\n"
"""What do you think made them?""","""Well, if I had to make a guess, I'd say a giant-ass earth worm...you know what an earth worm is, right?""\n\n1.[[""Yes, Markie I know what an earthworm is.""]]\n2.[[""Uh...yes, totally.""]]"
"Ready the cryopods.","You reach the cryogenics room and flip on the pods. You set three of the pods to prepare for a trip to Mars. Each one slides open. \n\nYou wait. An hour later Meat and Salvucci return. Each covered in sweat. ""Found Ben creeping around. Put him down and burned him. Glad the doc wasn't around for that.""\n\n""Two months,"" Salvucci says, staring down into his pod. ""It's gonna feel instantaneous.""\n\n""Gonna wake up to a bunch of disbelieving suits asking why most of our crew's dead,"" Meat says, putting his rifle aside. ""I for one cannot wait for that.""\n\nYou get into your pod. You look at your companions.\n\n1.[[""Sleep well.""]]\n2.[[""See you on Mars.""]]\n"
"""You bet your ass she was.""","""She’ll be honored when we get back, along with Sergeant Benson.""\n\n""And Ben,"" Strauss says suddenly, sharply.\n\n""Yes,"" Salvucci answers. ""And Ben.""\n\nThe two of them descend into uncomfortable silence; Strauss looking at her feet, Salvucci at the viewport. You feel awkward standing there, so you wander away.\n\n1.[[Take a nap.]]"
